project_id,cva_percentage
198167,0.1
196386,1
193832,0.54
199967,0.2
196051,0.2
198312,0.76
194686,0.05
194356,0.05
197955,0.63
199467,0.2
193838,0
196838,0.34
198398,0.4
195843,0.11
208815,0.25
207507,1
208814,0.27
211635,1
209807,1
208660,1
209120,1
209219,0.21
209300,0.03
212646,0.42
213012,0.01
207888,0.36
207409,0.4
205880,0.06
212441,0.3
211904,0.4
212162,1
208322,0.08
209653,0.05
212586,0.1
212568,0.25
213006,1
212311,0.25
212827,0.06
212815,0.3
209195,0.1
212740,1
211796,0.61
212425,1
212658,0.5
212299,1
212995,1
212507,1
207411,0.3
209158,0.01
209463,0.25
208434,1
207616,0.4
211988,1
211829,0.03
211827,1
207007,0.13
205878,0.05
205445,0.35
205823,0.2
205678,0.2
206149,0.35
206678,0.15
206676,0.03
212018,0.04
212075,1
212187,0
207502,0.42
212093,0.56
208975,1
209247,0.1
206703,0.5
208267,0.11
207786,0.01
207154,0.2
208603,0.36
207041,0.5
206677,0.3
207028,0.2
207696,0.25
209270,0.1
208805,0.05
209087,0.05
208991,0.02
208936,0.41
207421,0.11
207923,0.12
212499,0.05
205596,0.05
205806,0.1
207801,0.2
206892,0.01
209244,0.1
209252,0.1
207183,0.07
209672,0.08
208713,0.4
208523,0.1
206216,0.01
209800,0.11
212847,0.05
212900,1
207271,0.13
212200,0.54
212728,0.06
212197,0.64
207645,0.6
206388,0.1
209398,1
205634,0.82
205867,0.12
206191,0.05
208513,0.2
208254,0
211633,1
206537,0.3
212691,0.31
211861,0.32
211800,0.1
212375,0.07
207506,0.06
207843,0.05
208320,0.6
212943,0.2
207796,0.1
207416,0.2
205791,0.12
209232,0.2
205812,0.03
205588,0.4
212633,1
207700,0.01
209390,0.5
208374,0.25
207482,0.15
211764,0.05
207693,0.1
206392,0.2
206238,0.23
211630,1
206673,0.45
207054,0.5
208637,0.42
207288,0.3
212348,0.44
211758,0.57
207476,0.31
207432,0.7
207441,0.7
209101,0.02
207267,0.15
208439,0.8
207734,0.4
211984,0.03
212512,0.47
207882,0.95
206229,0.14
207504,0.25
212178,0.69
206080,0.05
212364,0.45
205770,0.15
205810,0.1
211963,0.15
206189,0.03
206391,0.14
208955,0.1
207147,0.2
209426,0.3
209450,1
209296,0.3
209365,0.02
209345,0.5
209031,0.02
209091,0.3
207474,0.34
207769,0.3
207594,0.18
207583,0.13
207325,0.25
208657,1
205884,0.01
209344,0.47
207012,0.13
205565,0.01
206796,0.13
211882,0.44
212928,1
209787,0.25
206484,0.25
209211,0.1
209311,0.13
208893,0.2
208913,0.15
208896,0.14
207453,0.1
208505,0.06
206129,0.23
205458,0.05
207692,0.07
207492,0.1
205786,0.12
205635,0.23
205684,0.03
206539,0.2
206445,0.05
209144,0.3
208876,0.25
207402,0.02
207405,0.03
207841,0.9
207864,0.5
209315,0.45
206672,0.2
208519,0.1
207855,0.2
212763,0.06
209675,1
207129,0.46
212143,1
209761,0.31
207509,0.27
207576,0.17
209751,0.19
212629,0.1
207348,0.1
205472,0.5
205874,0.16
206126,0.15
206218,0.17
205987,0.25
207755,0.8
212760,0.03
207475,0.3
209109,0.02
212565,0.58
206184,0.06
212924,0.05
212834,0.05
209363,0.3
212557,0.39
211792,1
212722,0.01
207798,0.15
209355,1
209330,0.01
209096,0.2
209255,0.4
207691,0.41
207614,0.05
208227,0.1
209615,0.3
208129,0.75
205896,0.01
211831,0.54
208835,0.2
212822,1
207404,0.02
207408,0
207175,0.03
207338,0.7
